Date,Open,High,Low,Close,Volume
2020-05-27 00:00:00+00:00,0.404,0.515,0.3,0.3247,471577208.4
2020-05-28 00:00:00+00:00,0.3246,0.3555,0.2777,0.3126,144093762.2
2020-05-29 00:00:00+00:00,0.3127,0.335,0.29,0.3097,63363644.8
2020-05-30 00:00:00+00:00,0.3097,0.3112,0.2822,0.289,47451980.3
2020-05-31 00:00:00+00:00,0.289,0.291,0.2404,0.2472,53574183.7
2020-06-01 00:00:00+00:00,0.2471,0.291,0.243,0.2717,61129836.9
2020-06-02 00:00:00+00:00,0.2715,0.2835,0.1872,0.2541,44630996.5
2020-06-03 00:00:00+00:00,0.2541,0.28,0.2481,0.276,32361842.9
2020-06-04 00:00:00+00:00,0.2765,0.295,0.2691,0.2854,43323931.6
2020-06-05 00:00:00+00:00,0.2854,0.3045,0.2736,0.2787,36294475.5
2020-06-06 00:00:00+00:00,0.2789,0.2824,0.2701,0.2709,14425831.7
2020-06-07 00:00:00+00:00,0.2709,0.2712,0.2495,0.2663,26407874.1
2020-06-08 00:00:00+00:00,0.266,0.2665,0.2537,0.2562,12042694.3
2020-06-09 00:00:00+00:00,0.2563,0.2596,0.2463,0.2528,15861454.9
2020-06-10 00:00:00+00:00,0.2528,0.2549,0.235,0.2403,21141706.3
2020-06-11 00:00:00+00:00,0.2403,0.2506,0.1977,0.205,43762748.7
2020-06-12 00:00:00+00:00,0.205,0.259,0.2006,0.2519,89459274.1
2020-06-13 00:00:00+00:00,0.2521,0.2696,0.2454,0.2524,79778223.2
2020-06-14 00:00:00+00:00,0.2526,0.253,0.2252,0.2314,39929098.4
2020-06-15 00:00:00+00:00,0.2315,0.2388,0.21,0.2342,55965982.5
2020-06-16 00:00:00+00:00,0.2342,0.2385,0.2238,0.2342,21990721.6
2020-06-17 00:00:00+00:00,0.2342,0.2414,0.2236,0.2346,33601223.3
2020-06-18 00:00:00+00:00,0.2346,0.2346,0.2181,0.2234,44322369.8
2020-06-19 00:00:00+00:00,0.2234,0.2346,0.22,0.2243,25932714.5
2020-06-20 00:00:00+00:00,0.2243,0.2266,0.2167,0.2215,13642439.9
2020-06-21 00:00:00+00:00,0.2215,0.2267,0.2194,0.2212,8035687.2
2020-06-22 00:00:00+00:00,0.2209,0.2432,0.2199,0.2421,23705297.5
2020-06-23 00:00:00+00:00,0.2422,0.2584,0.2403,0.2565,41557078.0
2020-06-24 00:00:00+00:00,0.2568,0.262,0.2349,0.2453,39461216.2
2020-06-25 00:00:00+00:00,0.2447,0.2456,0.2276,0.2362,23527780.0
2020-06-26 00:00:00+00:00,0.2363,0.2366,0.2258,0.231,20226709.2
2020-06-27 00:00:00+00:00,0.231,0.234,0.1948,0.2098,34076228.2
2020-06-28 00:00:00+00:00,0.2098,0.2246,0.2084,0.2239,27418880.5
2020-06-29 00:00:00+00:00,0.2242,0.2274,0.2175,0.2251,21205434.5
2020-06-30 00:00:00+00:00,0.2251,0.2278,0.2187,0.2215,13845223.0
2020-07-01 00:00:00+00:00,0.2215,0.2277,0.2173,0.2219,12641978.2
2020-07-02 00:00:00+00:00,0.2221,0.225,0.213,0.2197,18194311.9
2020-07-03 00:00:00+00:00,0.2196,0.2199,0.2159,0.2167,9010666.7
2020-07-04 00:00:00+00:00,0.2166,0.2241,0.214,0.2235,13928125.4
2020-07-05 00:00:00+00:00,0.2238,0.2239,0.2121,0.2165,13036159.7
2020-07-06 00:00:00+00:00,0.2166,0.2339,0.2162,0.2312,27412250.5
2020-07-07 00:00:00+00:00,0.2309,0.258,0.228,0.2577,52791543.5
2020-07-08 00:00:00+00:00,0.258,0.2662,0.2452,0.2517,44638590.3
2020-07-09 00:00:00+00:00,0.2518,0.2521,0.2343,0.2419,28071572.8
2020-07-10 00:00:00+00:00,0.2418,0.2443,0.2304,0.2439,24352494.5
2020-07-11 00:00:00+00:00,0.2439,0.2595,0.2439,0.2539,34652882.0
2020-07-12 00:00:00+00:00,0.2539,0.2845,0.2538,0.2811,87232004.8
2020-07-13 00:00:00+00:00,0.2813,0.2818,0.2011,0.2446,80036086.8
2020-07-14 00:00:00+00:00,0.2446,0.2555,0.2326,0.2419,60131809.9
2020-07-15 00:00:00+00:00,0.2418,0.2428,0.2314,0.2376,25461435.3
2020-07-16 00:00:00+00:00,0.2377,0.2456,0.2204,0.2348,40870016.9
2020-07-17 00:00:00+00:00,0.2345,0.2454,0.2297,0.2406,24611659.2
2020-07-18 00:00:00+00:00,0.2408,0.252,0.2364,0.2493,27046246.2
2020-07-19 00:00:00+00:00,0.2493,0.251,0.235,0.2416,19658217.8
2020-07-20 00:00:00+00:00,0.2416,0.2435,0.231,0.2366,18353060.0
2020-07-21 00:00:00+00:00,0.2365,0.2428,0.2321,0.2401,15393943.9
2020-07-22 00:00:00+00:00,0.2399,0.2592,0.2393,0.2567,37583152.2
2020-07-23 00:00:00+00:00,0.2566,0.2657,0.2549,0.2599,27199348.2
2020-07-24 00:00:00+00:00,0.2597,0.2598,0.245,0.2512,22687819.2
2020-07-25 00:00:00+00:00,0.251,0.2647,0.2497,0.2596,20027543.6
2020-07-26 00:00:00+00:00,0.2596,0.2617,0.2471,0.2516,20679065.7
