name_symbol,num_trades,num_wins,num_losses,num_breakeven,avg_rrr_win,avg_rrr_lose,avg_rrr_all,avg_duration
EGLDUSDT,4,2,1,0,3.4999999999999982,-1.0,3.4999999999999982,41.0
